text,user,created_at,geo,location
"Can you recommend anyone for this #job? Retail Team Member - https://t.co/aAn8FgJDcq #Retail #Centralia, MO #Hiring #CareerArc",TMJ-MO Retail Jobs,Wed Dec 06 18:42:42 +0000 2017,"[39.2103186, -92.1379539]","Centralia, MO"
"This #job might be a great fit for you: Accounting Clerk - https://t.co/vTm8QgTB6h #Accounting #Buffalo, NY #Hiring #CareerArc",TMJ-BUF Finance Jobs,Wed Dec 06 18:42:42 +0000 2017,"[42.9486552, -78.9005333]","Buffalo, NY"
"If you're looking for work in #BowlingGreen, OH, check out this #job: #hiring #career https://t.co/2scoiUzE6Q #CareerArc",TMJ-TOL Sales Jobs,Wed Dec 06 18:42:42 +0000 2017,"[41.3620062, -83.6511589]","Bowling Green, OH"
We're #hiring! Read about our latest #job opening here: Shift Supervisor - https://t.co/N69TdAQwsg #parttime… https://t.co/hRRZkFXuEj,TMJ-VAA HRTA Jobs,Wed Dec 06 18:42:42 +0000 2017,"[38.9174935, -77.2210966]","Tysons Corner, VA"
"See our latest #Chicago, IL #job and click to apply: Salesperson - https://t.co/bGscjB9E96 #Automotive #Hiring #CareerArc",Illinois Automotive,Wed Dec 06 18:42:42 +0000 2017,"[41.8960166, -87.6939838]","Chicago, IL"
"This #job might be a great fit for you: Package Handler - Part-Time - https://t.co/vDTJXPMzin #Labor #Norfolk, NE #Hiring #CareerArc",TMJ-NE Labor Jobs,Wed Dec 06 18:42:42 +0000 2017,"[42.0327234, -97.4137553]","Norfolk, NE"
ATTENTION EVERYONE!!! TODAY WE ARE RAFFLING A BEANIE! Today’s contest is a comment to win… https://t.co/89eJIFqj4H,CalNorthSoccer,Wed Dec 06 18:42:43 +0000 2017,"[37.67282, -121.86697]","Pleasanton, CA"
Do you know someone looking for a great #property in #Deltona?   #realestate https://t.co/5MpsaGTgLQ https://t.co/VnA1IxKv69,C21 Armstrong Team,Wed Dec 06 18:42:43 +0000 2017,"[28.916454, -81.192618]","Deltona, FL"
"Model : @k8sarkissian 
Cosplay : Alleria Windrunner from WoW
PC : Me 
K8 was one of the nicest… https://t.co/rezffQqotH",Ken 🎙️📷💻💤,Wed Dec 06 18:42:43 +0000 2017,"[33.8025, -117.92]","Anaheim, CA"
Happy Happy Birthday to Me!!!! Thank U to My Boss &amp; Co-Worker y’all are the Best😘😘😘🤩🤩🤩🤩… https://t.co/G9qqB3x7hu,Ramos Baby,Wed Dec 06 18:42:43 +0000 2017,"[32.8130121, -96.936866]","Irving, TX"
"See our latest #Oshkosh, WI #job and click to apply: Night Baker - https://t.co/lHRFjD7Fsk #parttime #Baker #Bakery… https://t.co/CCEwCNTewU",TMJ-WI HRTA Jobs,Wed Dec 06 18:42:44 +0000 2017,"[44.031055, -88.5858616]","Oshkosh, WI"
"Want to work in #Indianapolis, IN? View our latest opening: https://t.co/2twQzCclQh #parttime #Hospitality… https://t.co/FmGjZGwbJ7",TMJ-INK HRTA Jobs,Wed Dec 06 18:42:44 +0000 2017,"[39.7671197, -86.1595904]","Indianapolis, IN"
near blender: e201c083-57d2-451b-8ee9-e5a2feafd9d8,Test Account1,Wed Dec 06 18:42:46 +0000 2017,"[40.4313474, -80.0505398]","Pittsburgh, PA"
"Normal day. @ Los Angeles, California https://t.co/utjQTfnLfD",nikki,Wed Dec 06 18:42:48 +0000 2017,"[34.0522, -118.243]","Los Angeles, CA"
"Want to work in #Hazlehurst, GA? View our latest opening: https://t.co/qtHIHkcchK #Transportation #Job #Jobs #Hiring #CareerArc",TMJ-GA Transport.,Wed Dec 06 18:42:48 +0000 2017,"[31.860603, -82.6050708]","Hazlehurst, GA"
"I bought a sweatshirt, sweatpants, a jacket and a car sticker... if that doesn't explain my… https://t.co/hEqQxL7fXK",B,Wed Dec 06 18:42:48 +0000 2017,"[42.90281912, -78.89088081]","Buffalo, NY"
"Want to work in #Marshalltown, IA? View our latest opening: https://t.co/eHTxCBNWFj #Engineering #Job #Jobs #Hiring #CareerArc",TMJ-USA Engin. Jobs,Wed Dec 06 18:42:48 +0000 2017,"[42.0494674, -92.9080375]","Marshalltown, IA"
"I'm at @Kimpton Hotel Van Zandt in Austin, TX https://t.co/WH8nixUpxF",Chris Short @ KubeCon ☸️,Wed Dec 06 18:42:49 +0000 2017,"[30.26007799, -97.73914743]","Austin, TX"
#FreedomRings for my fellow Stoners!!!! Go get u one!!!!!!! #theswlstore #LilSleepy202… https://t.co/B8rOSS9k1v,lilsleepy202,Wed Dec 06 18:42:49 +0000 2017,"[38.8951, -77.0367]","Washington, DC"
"Can you recommend anyone for this #job in #Memphis, TN? https://t.co/JqbYKl75me #Physician #Veterans #Hiring",Jobs at VA,Wed Dec 06 18:42:49 +0000 2017,"[35.1495343, -90.0489801]","Memphis, TN"
"Want to work in #Spokane, WA? View our latest opening: https://t.co/3uVIxUdvxV #Transportation #Job #Jobs #Hiring #CareerArc",TMJ-WAK Transport.,Wed Dec 06 18:42:49 +0000 2017,"[47.6600716, -117.4316272]","Spokane, WA"
"See our latest #Easton, MD #job and click to apply: Endocrinologist - UM Shore Medical Center at Easton -… https://t.co/wdQeazbqIV",Baltimore Health Job,Wed Dec 06 18:42:49 +0000 2017,"[38.7697056, -76.076931]","Easton, MD"
"#thereal is about to go down! 
#openingday , #passingstrange2017 #passingstrange #identity… https://t.co/nmby963oTU",christian gibbs,Wed Dec 06 18:42:50 +0000 2017,"[40.875282, -73.893734]","Bronx, NY"
"Perspective is important. #Landofthefree #StatueofLiberty @ Statue Of Liberty, Liberty Island,… https://t.co/NPqBUI92zg",Amanda Powers,Wed Dec 06 18:42:50 +0000 2017,"[40.689167, -74.044444]","New York, NY"
"Want to work at O'Reilly Auto Parts? We're #hiring in #RioHondo, TX! Click for details: https://t.co/oyTVTOJ3dH #Job #Jobs #CareerArc",TMJ-TX Transport.,Wed Dec 06 18:42:50 +0000 2017,"[26.234793, -97.575773]","Rio Hondo, TX"
"Want to work at BAYADA? We're #hiring in #Selinsgrove, PA! Click for details: https://t.co/qKS4p9qaNT #Healthcare #Job #Jobs #CareerArc",TMJ-PA Health Jobs,Wed Dec 06 18:42:51 +0000 2017,"[40.7989735, -76.8621935]","Selinsgrove, PA"
"See our latest #NewYork, NY #job and click to apply: shift supervisor - Store# 07238, 1372 BROADWAY -… https://t.co/n0tVaA60N2",TMJ-NYC CstSrv Jobs,Wed Dec 06 18:42:51 +0000 2017,"[40.7522494, -73.9869878]","Manhattan, NY"
"Now available in cans at The Hound!
#gethounded #getcrafty #newbeers #craftcans #winter #getinmybelly #caramel… https://t.co/A7OaiVATZt",Redhound Grille,Wed Dec 06 18:42:51 +0000 2017,"[40.0376, -75.4946]","Paoli, PA"
This #job might be a great fit for you: CERTIFIED MEDICAL ASSISTANT - https://t.co/rCVfBglWnt #Healthcare… https://t.co/oICt9RAZYn,"Lake Tahoe, NV Heal",Wed Dec 06 18:42:52 +0000 2017,"[38.939926, -119.9771868]","South Lake Tahoe, CA"
Come and see Hack Saw Ridge this Sunday at 10am. The power of prayer!! #atthemovies #LLL… https://t.co/t5euibObql,David Tripp,Wed Dec 06 18:42:52 +0000 2017,"[29.5673135, -95.2816042]","Pearland, TX"
"Want to work in #Burtonsville, MD? View our latest opening: https://t.co/XJ3hilNwxo #Cosmetology #Job #Jobs #Hiring",@haircutteryjob,Wed Dec 06 18:42:53 +0000 2017,"[39.1112193, -76.9324752]","Burtonsville, MD"
"Interested in a #job in #SanDiego, CA? This could be a great fit: https://t.co/XjN0abiU1c #Cosmetology #Hiring #CareerArc",TMJ-LAJ Cosmo Jobs,Wed Dec 06 18:42:53 +0000 2017,"[32.8321706, -117.2040045]","San Diego, CA"
"Want to work at Forward Air Transportation Services? We're #hiring in #Newnan, GA! Click for details:… https://t.co/WFp2Ycr0Zx",TMJ-ATL Transp. Jobs,Wed Dec 06 18:42:53 +0000 2017,"[33.3806716, -84.7996573]","Newnan, GA"
"donchetoalaire una chicotototota masssss, @gissellebravotv ahí está tu héroe @sisoysaid atáscate… https://t.co/EVy21ud8wq",Elchinoalaire,Wed Dec 06 18:42:53 +0000 2017,"[34.19218, -118.33079]","Burbank, CA"
Working with poplar today  #beautifultabletop @ Davis Sawdust Dreams Woodworking https://t.co/sZaViBOIAm,Davis Woodworks/DFC,Wed Dec 06 18:42:54 +0000 2017,"[30.6347103, -87.044632]","Milton, FL"
"Join the CHS team! See our latest #job opening here: https://t.co/hZJWALB4pZ #Green #Shelby, MT #Hiring #CareerArc",TMJ-USA Green Jobs,Wed Dec 06 18:42:54 +0000 2017,"[48.5066603, -111.8561447]","Shelby, MT"
City &amp; County of San Francisco - Public Utilities Commission (SFPUC) wants a Lead Oracle CC&amp;B Designer and Develope… https://t.co/fX04SUg3Ye,GitHub Jobs,Wed Dec 06 18:42:54 +0000 2017,"[37.7749295, -122.4194155]","San Francisco, CA"
"Join the CVS Health team! See our latest #job opening here: https://t.co/7QagcADUpP #Retail #Chicago, IL #Hiring #CareerArc",Chicago Retail Jobs,Wed Dec 06 18:42:54 +0000 2017,"[41.8781136, -87.6297982]","Chicago, IL"
"Can you recommend anyone for this #job in #StLouis, MO? https://t.co/A4bwkHoWfF #Retail #Hiring #CareerArc",TMJ-STL Retail Jobs,Wed Dec 06 18:42:54 +0000 2017,"[38.6270025, -90.1994042]","St Louis, MO"
"JUST DO IT 
@nikefootball Man fitness @sethadam66 #sports #soccerball @ New York, New York https://t.co/KhylK8VUdQ",Seth Adam,Wed Dec 06 18:42:54 +0000 2017,"[40.7142, -74.0064]","Manhattan, NY"
"A busy start this morning. Six cases so far at the courthouse. Weather is a little rough today,… https://t.co/KHz1S8anC4",Abel A. Dominguez,Wed Dec 06 18:42:55 +0000 2017,"[29.423611, -98.493611]","San Antonio, TX"
Sleeping between her mama and her papa. This is the most needy cat I've known lol and now… https://t.co/XM575bzmVJ,Asun Ortega,Wed Dec 06 18:42:55 +0000 2017,"[34.0879, -118.372]","West Hollywood, CA"
"We're #hiring! Click to apply: Clinic Support Specialist(RMA/CMA), FT, Days M-F, Internal Medicine in Grove Okla, I… https://t.co/cBvRnGWBkf",INTEGRIS Careers,Wed Dec 06 18:42:57 +0000 2017,"[36.5936863, -94.7691186]","Grove, OK"
"#quadrantIV @ New York, New York https://t.co/IwD3rRYMG5",Carmen GuzmanLombert,Wed Dec 06 18:42:57 +0000 2017,"[40.7142, -74.0064]","Manhattan, NY"
#FoundersBrewingCo - Drinking a Kentucky Breakfast Stout (KBS) (2017) by @foundersbrewing @ Red Star Bar  — https://t.co/AXGlEWa4D0,Orlando Martinez,Wed Dec 06 18:42:57 +0000 2017,"[41.9402, -87.6683]","Chicago, IL"
"See our latest #Clarksburg, WV #job and click to apply: Associate - https://t.co/8tz0BfC6ab #parttime #Hospitality… https://t.co/BEdoPqBccq",TMJ-WV HRTA Jobs,Wed Dec 06 18:42:58 +0000 2017,"[39.2803473, -80.2793992]","Anmoore, WV"
"Holla at my fam @cmmobiledetail haroldcmmobiledetail they got you #djbunkcosigned✍🏾 @ Baltimore,… https://t.co/BE7L3lvXLZ",DJ Bunk,Wed Dec 06 18:42:59 +0000 2017,"[39.2903, -76.6125]","Baltimore, MD"
I would love to show you my #listing at 1900 N Bayshore Dr 4317 #Miami #FL  #realestate https://t.co/5QXcWhS2H5 https://t.co/EUC06Dr3OP,Helena Vetancourt,Wed Dec 06 18:42:59 +0000 2017,"[25.7944022, -80.1871693]","Miami, FL"
"Want to work at UPS? We're #hiring in #Eldon, MO! Click for details: https://t.co/pykl7k7u7x #Transportation #Job #Jobs #CareerArc",TMJ-MO Transport.,Wed Dec 06 18:42:59 +0000 2017,"[38.3483636, -92.5815759]","Eldon, MO"
"Can you recommend anyone for this #job? Sr Analyst, Data (SQL) - https://t.co/Vep6l07NIY #Healthcare #LongBeach, CA #Hiring #CareerArc",LA Healthcare Jobs,Wed Dec 06 18:42:59 +0000 2017,"[33.7700504, -118.1937395]","Long Beach, CA"
Random topic of the week! This week’s topic is #rasputin and the romanovs. 👑🧙‍♂️ Come learn more… https://t.co/XRGfbcPWre,BVN Library,Wed Dec 06 18:42:59 +0000 2017,"[38.9067, -94.6604]","Overland Park, KS"
We're #hiring! Read about our latest #job opening here: Corporate Banking Credit Analyst I -… https://t.co/YDHdpEHU0z,Nassau Banking,Wed Dec 06 18:42:59 +0000 2017,"[41.0534302, -73.5387341]","Stamford, CT"
"Want to work in #Houston, TX? View our latest opening: https://t.co/OMvHly96h5 #Education #Job #Jobs #Hiring #CareerArc",TMJ-HOU Educ. Jobs,Wed Dec 06 18:42:59 +0000 2017,"[29.6822289, -95.5569074]","Houston, TX"
"If you're looking for work in #Denver, CO, check out this #job: https://t.co/pFdbUeh2W7 #CustomerService #Hiring #CareerArc",TMJ-DEN CstSrv Jobs,Wed Dec 06 18:42:59 +0000 2017,"[39.7392358, -104.990251]","Denver, CO"
Our designers are staring to arrive for tonight’s event!  Loving these sapphire rings from… https://t.co/rPsvaNdpwV,Carreras Jewelers,Wed Dec 06 18:42:59 +0000 2017,"[37.57243505, -77.51824775]","Richmond, VA"
"Join the Jack Henry &amp; Associates, Inc team! See our latest #job opening here: https://t.co/JZmlfRNkcP… https://t.co/vMYFQjDTHY",TMJ-MOP Cust. Srv.,Wed Dec 06 18:42:59 +0000 2017,"[36.9289502, -93.9277071]","Monett, MO"
"📌✅💯 @ Las Vegas, Nevada https://t.co/e0OqBA49uk",Mike Kane,Wed Dec 06 18:43:01 +0000 2017,"[36.175, -115.136]","Las Vegas, NV"
"Rich As Shit 💰 @ San Diego, California https://t.co/1XzcxsZvQG",FabuLyss,Wed Dec 06 18:43:00 +0000 2017,"[32.7153, -117.156]","San Diego, CA"
"Interested in a #job in #Waterbury, CT? This could be a great fit: https://t.co/CfazmE6Rrk #Retail #Hiring #CareerArc",TMJ-CTG Retail Jobs,Wed Dec 06 18:43:01 +0000 2017,"[41.5581525, -73.0514965]","Waterbury, CT"
"MED - MEDICAL at 10600 BLOCK OF SW CAPITOL HWY, PORTLAND, OR [Portland Fire #RP17000097600] 09:40 #pdx911",Mult Co Fire/EMS log,Wed Dec 06 18:43:02 +0000 2017,"[45.448896, -122.723674]","Portland, OR"
"Want to work at AIM ? We're #hiring in #Bolingbrook, IL! Click for details: https://t.co/kBdS14IZSB #driver #trucker #Trucking #Job #Jobs",JOBS at AIM,Wed Dec 06 18:43:01 +0000 2017,"[41.6986416, -88.0683955]","Bolingbrook, IL"
We're #hiring! Read about our latest #job opening here: Nursing Assistant - Progressive Care Unit (Full Time Day) -… https://t.co/qKrAt8K6yi,Saint Luke's Careers,Wed Dec 06 18:43:02 +0000 2017,"[38.9930421, -94.6812086]","Overland Park, KS"
"ACCIDENT - NON INJURY at NB FREMONT BRG AT / MIDSPAN, PORTLAND, OR [Portland Police #PP17000402861] 09:31 #pdx911",Portland Police log,Wed Dec 06 18:43:02 +0000 2017,"[45.538028, -122.682775]","Portland, OR"
"I'm at Outlets of Des Moines - @outletsofdsm in Altoona, Iowa https://t.co/nJKvmyEReQ",Nathaniel Bush,Wed Dec 06 18:43:04 +0000 2017,"[41.65886186, -93.51596832]","Altoona, IA"
chanel_the_westie #westielove #chanelthewestie #chanelgirl ~~ going to the dog park… https://t.co/pLPkdNQxt9,Stacy Wright,Wed Dec 06 18:43:05 +0000 2017,"[32.7833, -96.8]","Dallas, TX"
19611 Vanowen Street https://t.co/qQvYGQHVB2,every lot la,Wed Dec 06 18:43:05 +0000 2017,"[34.19410106, -118.56046133]","Los Angeles, CA"
Incident on #NewarkLightRail Both directions at Newark Penn Station https://t.co/rUGoslBwTY,511NY - New Jersey,Wed Dec 06 18:43:05 +0000 2017,"[40.734678, -74.162733]","Newark, NJ"
Incident on #NewarkLightRail Both directions at Newark Penn Station https://t.co/BjGoWHhVPH,511 New York,Wed Dec 06 18:43:06 +0000 2017,"[40.734678, -74.162733]","Newark, NJ"
"He did not want to get out of bed for his grooming appointment this morning
🐾🐶🐾
Now back to work… https://t.co/67rTGkvFFu",Night-Flight Comics,Wed Dec 06 18:43:07 +0000 2017,"[40.6658, -111.908]","Taylorsville, UT"
"If you're looking for work in #Riverside, CA, check out this #job: https://t.co/eOkXGQ7fRs #Cosmetology #Hiring #CareerArc",TMJ-CAO Jobs,Wed Dec 06 18:43:08 +0000 2017,"[33.8901945, -117.3226857]","Riverside, CA"
"If you're looking for work in #Tulsa, OK, check out this #job: https://t.co/LQw97cLpK9 #LineCook #Cook #Veterans #Hiring #CareerArc",TMJ-TUL HRTA Jobs,Wed Dec 06 18:43:08 +0000 2017,"[36.06141, -95.879578]","Tulsa, OK"
I want to live in the @LouSaltCave. It’s the perfect escape to holiday stress and… https://t.co/b1lELAwN5N,HerKentucky,Wed Dec 06 18:43:09 +0000 2017,"[38.2457, -85.57393]","Jeffersontown, KY"
"Join the CVS Health team! See our latest #job opening here: https://t.co/LOnu0DhlA8 #Healthcare #SanFrancisco, CA #Hiring #CareerArc",SF Healthcare Jobs,Wed Dec 06 18:43:09 +0000 2017,"[37.7749295, -122.4194155]","San Francisco, CA"
"I'm at The @ShopsatLiberty Place in Philadelphia, PA https://t.co/IpTsZFJIDX",Reezus,Wed Dec 06 18:43:09 +0000 2017,"[39.9519415, -75.16780526]","Philadelphia, PA"
Safe sex is what it's all about! Did you know that most sexually transmitted diseases are… https://t.co/qAdNqkaTtF,Shanna Levine M.D.,Wed Dec 06 18:43:10 +0000 2017,"[40.78998581, -73.95296649]","Manhattan, NY"
"Want to work at Cumberland Therapy Services? We're #hiring in #FortWayne, IN! Click for details:… https://t.co/g4phUVjCyP",CTS Jobs,Wed Dec 06 18:43:10 +0000 2017,"[41.0644747, -85.1738576]","Fort Wayne, IN"
PROTOTYPE - 062 - kobosil #techno #prototype #droidbehavior #losangeles #kobosil #lot613 w/… https://t.co/G9wluYzINX,ABSNTMNDED,Wed Dec 06 18:43:10 +0000 2017,"[34.03758, -118.23183]","Los Angeles, CA"
"Sadly, the air ride shock broke on the rear left side so now it's low and the ride is bumpy.… https://t.co/7wPWgSVumA",Melissa Aspey,Wed Dec 06 18:43:11 +0000 2017,"[39.4422, -123.802]","Fort Bragg, CA"
".
Adidas Dame 4 x Bape at NBA All Star Weekend in 2018.
.
. 🔥 @Kicklahoma returns in 2018, 2.18… https://t.co/CosQHB8f1x",Kicklahoma,Wed Dec 06 18:43:11 +0000 2017,"[33.1011104, -96.8059149]","Frisco, TX"
This #job might be a great fit for you: Seasonal Stock Associate - Black Rock S/C - https://t.co/1aExmEM93w… https://t.co/cBeDxoE2Uk,Nassau Other,Wed Dec 06 18:43:11 +0000 2017,"[41.1408363, -73.2612615]","Fairfield, CT"
"Are you in #LawEnforcement and looking for a #career in #Dallas, TX? Apply Here: https://t.co/nrXl41tovg… https://t.co/DwNPUbVCpY",TMJ- DFW Health Jobs,Wed Dec 06 18:43:11 +0000 2017,"[32.7766642, -96.7969879]","Dallas, TX"
"Interested in a #job in #Pasco, WA? This could be a great fit: https://t.co/AKLcXPBB2u #Hospitality #Hiring #CareerArc",TMJ-WAR HRTA Jobs,Wed Dec 06 18:43:11 +0000 2017,"[46.2751766, -119.1847599]","Pasco, WA"
"Join the RWJBH team! See our latest #job opening here: https://t.co/S3DbXfsTBK #Healthcare #LongBranch, NJ #Hiring #CareerArc",NYC Healthcare Jobs,Wed Dec 06 18:43:12 +0000 2017,"[40.3042778, -73.9923596]","Long Branch, NJ"
"Interested in a #job in #MiddleRiver, MD? This could be a great fit: https://t.co/NVFiIIEP5E #Transportation #Hiring #CareerArc",TMJ-BAL Transp. Jobs,Wed Dec 06 18:43:12 +0000 2017,"[39.3342744, -76.4394056]","Middle River, MD"
"See our latest #Westminster, CO #job and click to apply: Group X Instructor - https://t.co/9Tqp6cagji #FitFam #Fitness #Hiring #CareerArc",TMJ-DEN Educ. Jobs,Wed Dec 06 18:43:12 +0000 2017,"[39.8907588, -105.0579585]","Westminster, CO"
"Interested in a #job in #Chicago, IL? This could be a great fit: https://t.co/A0O55bI7Je #Construction #Hiring",NS Careers,Wed Dec 06 18:43:12 +0000 2017,"[41.9754526, -87.9029239]","Chicago, IL"
"Can you recommend anyone for this #job in #Rochester, PA? https://t.co/L2xIzAS6Ys #Transportation #Hiring #CareerArc",TMJ-PIT Transp. Jobs,Wed Dec 06 18:43:12 +0000 2017,"[40.7022882, -80.2864509]","Rochester, PA"
"Interested in a #job in #PembrokePines, FL? This could be a great fit: https://t.co/VhJt6BTwWa #CustomerService #Hiring #CareerArc",TMJ-FLF CstSrv Jobs,Wed Dec 06 18:43:12 +0000 2017,"[26.007765, -80.2962555]","Pembroke Pines, FL"
4 Husky's and a Raven walk into the garden ... #UConn #Cuse… https://t.co/bw2znbeHXh,Wally Balls,Wed Dec 06 18:43:13 +0000 2017,"[40.7506734, -73.9923478]","Manhattan, NY"
"Can you recommend anyone for this #job in #LosAngeles, CA? https://t.co/X65S9pXOku #PatientCare #Healthcare #Nursing #Hiring",L.A. Care Careers,Wed Dec 06 18:43:13 +0000 2017,"[34.0508369, -118.263032]","Los Angeles, CA"
It feels especially good to walk into this space today when we get to announce that we just… https://t.co/wNQAAAzBOa,Fort Nonsense Brew,Wed Dec 06 18:43:13 +0000 2017,"[40.8701999, -74.51511]","Denville, NJ"
"Red pie with feta, red pepper, green olives, and artichokes. Pair this with a crisp Golden Arm!… https://t.co/y5X9uqafIk",Piece,Wed Dec 06 18:43:14 +0000 2017,"[41.9103551, -87.6760332]","Chicago, IL"
My holiday Grump Tree thanks to traceylynhb. It's a cute and festive added touch to my desk.… https://t.co/1vy3Ut0OG9,Tammy Szulc,Wed Dec 06 18:43:14 +0000 2017,"[34.178941, -118.599597]","Los Angeles, CA"
"This #job might be a great fit for you: Host/Hostess - https://t.co/fYn0drQo1F #Hospitality #Wethersfield, CT #Hiring #CareerArc",TMJ-HAR HRTA Jobs,Wed Dec 06 18:43:15 +0000 2017,"[41.6845563, -72.6541365]","Rocky Hill, CT"
Can you recommend anyone for this #job? Registered Nurse Emergency Room RN - https://t.co/Cf2O98Q6gK #Nursing… https://t.co/2rUPyscuyC,TMJ-COB Nursing Jobs,Wed Dec 06 18:43:15 +0000 2017,"[40.0149856, -105.2705456]","Boulder, CO"
"Interested in a #job in #Broomall, PA? This could be a great fit: https://t.co/rQEgMtPwYC #Healthcare #Hiring #CareerArc",TMJ- PHL Health Jobs,Wed Dec 06 18:43:15 +0000 2017,"[39.967933, -75.347048]","Broomall, PA"
"Getting Stacie’s ring xized down! (@ Jeweler's Building in Houston, TX) https://t.co/Nd8C3fzOdq",Raul 🐧,Wed Dec 06 18:43:17 +0000 2017,"[29.732013, -95.49149342]","Houston, TX"
Butler Bulldogs guards Kamar Baldwin and Aaron Thompson enjoy the closing moments of the 81-69… https://t.co/4MNLDFgnnG,zjbphotography,Wed Dec 06 18:43:17 +0000 2017,"[39.84345603, -86.16725989]","Indianapolis, IN"
"If you're looking for work in #Sayre, PA, check out this #job: https://t.co/xyKmSVdfTt #EmergencyMedicine #Hiring",GuthrieDocJobs,Wed Dec 06 18:43:17 +0000 2017,"[41.9789631, -76.515499]","Sayre, PA"
"We're #hiring! Click to apply: Store Receiver - https://t.co/dcjO2TUmG6 #Retail #Moultrie, GA #Job #Jobs",Tractor Supply Jobs,Wed Dec 06 18:43:18 +0000 2017,"[31.1799407, -83.7888387]","Moultrie, GA"
"See our latest #SantaCruz, CA #job and click to apply: Night Warehouse Order Selector - https://t.co/FzCTi4gcW9 #SupplyChain #Hiring",PFG Careers,Wed Dec 06 18:43:18 +0000 2017,"[36.9741171, -122.0307963]","Santa Cruz, CA"
"Can you recommend anyone for this #job? Outreach Coordinator - Richmond, VA - https://t.co/gWb4v51yHm #HealthWelfare #Richmond, VA #Hiring",WWP Careers,Wed Dec 06 18:43:18 +0000 2017,"[37.5407246, -77.4360481]","Richmond, VA"
"If you're looking for work in #Oakland, CA, check out this #job: https://t.co/921L1XVIxm #edchat #Education #Hiring",OUSD Careers,Wed Dec 06 18:43:18 +0000 2017,"[37.8015818, -122.2720879]","Oakland, CA"
We couldn't agree more!  Follow your dreams!  Do makes you HAPPY!  #Repost… https://t.co/Ns4CzxcyzB,10K Organic Spa,Wed Dec 06 18:43:18 +0000 2017,"[33.52435, -117.66623]","San Juan Capistrano, CA"
"Weightless. James Hyde’s glass box paintings lean back, suspending the gesture in space.… https://t.co/7eeU0S7x1c",Luis De Jesus,Wed Dec 06 18:43:18 +0000 2017,"[25.77813, -80.13143]","Miami Beach, FL"
We're #hiring! Click to apply: Delivery Driver - https://t.co/qjqwfaf3TJ #delivery #driver #Delivery #Driver… https://t.co/ordLxLgbKo,Panera Careers,Wed Dec 06 18:43:19 +0000 2017,"[38.8999959, -77.0214952]","Washington, DC"
Nothing better than coffee and sunrise with this beautiful woman. 😍 @ Grand Lake Oklahoma https://t.co/mkMEt07H0C,Gerry Blaksley,Wed Dec 06 18:43:19 +0000 2017,"[36.6243471, -94.8153219]","Grove, OK"
"Leftovers (@ Mercy Cafe in Cedar Rapids, IA) https://t.co/S3tgsXrU2W",(7-5)(3-9)(12-10-5) (10-15),Wed Dec 06 18:43:19 +0000 2017,"[41.97817082, -91.65583693]","Cedar Rapids, IA"
Gain the skills to get your careers cooking - join the Boston Market team. https://t.co/IXmVswKJ3z #FastCasual… https://t.co/amUkXWQXXW,Nassau Hospitality,Wed Dec 06 18:43:19 +0000 2017,"[41.1078927, -73.5469038]","Stamford, CT"
"Can you recommend anyone for this #job in #Norman, OK? https://t.co/MR8JTb3TTg #Seasonal #Hiring #CareerArc",TMJ-OKC Jobs,Wed Dec 06 18:43:19 +0000 2017,"[35.2225668, -97.4394777]","Norman, OK"
"Want to work in #Durham, NC? View our latest opening: https://t.co/vw1HyHRSTz #NettempsJobs #IT #Job #Jobs #Hiring #CareerArc",Raleigh IT Jobs,Wed Dec 06 18:43:20 +0000 2017,"[35.9981205, -78.8920444]","Durham, NC"
"This #job might be a great fit for you: shift supervisor - Store# 09951, 21ST &amp; SHADELAND - https://t.co/GHtoxMDnhm… https://t.co/tXrmQPpbSi",TMJ-IND CstSrv Jobs,Wed Dec 06 18:43:20 +0000 2017,"[39.7951879, -86.0449018]","Indianapolis, IN"
Legendary. @ Western Michigan University https://t.co/artJRNyefo,Mars,Wed Dec 06 18:43:20 +0000 2017,"[42.28313658, -85.6134356]","Kalamazoo, MI"
"#Repost nulumovement
・・・
We see you @LouieVeganyc a huge congratulations on another Grammy… https://t.co/lTTAKUrGV8",Anane ™ Vega,Wed Dec 06 18:43:20 +0000 2017,"[40.7142, -74.0064]","Manhattan, NY"
"We're #hiring! Click to apply: Delivery Driver - https://t.co/K4JHZ3L1Xq #Transportation #NewportNews, VA #Job #Jobs #CareerArc",TMJ-VAP Transp. Jobs,Wed Dec 06 18:43:20 +0000 2017,"[37.0557265, -76.4644467]","Newport News, VA"
"Join the Supplemental Health Care team! See our latest #job opening here: https://t.co/0ttmt3jA2c #Nursing #NewYork, NY #Hiring #CareerArc",TMJ-NYC Nursing Jobs,Wed Dec 06 18:43:20 +0000 2017,"[40.7732937, -73.9286341]","Queens, NY"
"Can you recommend anyone for this #job in #Buffalo, NY? https://t.co/5YSr7UG9K6 #CustomerService #Hiring #CareerArc",TMJ-BUF CstSrv Jobs,Wed Dec 06 18:43:21 +0000 2017,"[42.988591, -78.8213166]","Amherst, NY"
6. ART Great student #Art #wearemcdougle #fmsphotoadaydec @ C And L Mcdougle Mid https://t.co/1PFd0hW702,Geoff Gentry,Wed Dec 06 18:43:21 +0000 2017,"[35.9273499, -79.09874]","Carrboro, NC"
A Christmas Carol field trip! @ Imperial Theatre https://t.co/FIYD2yAvMh,Ashley Williams,Wed Dec 06 18:43:21 +0000 2017,"[33.47565393, -81.96456886]","Augusta, GA"
